index,gm_code,municipality,gender,age_group,education,vote_2030
1584,GM0150    ,Deventer,female,35-45,"Hbo-, wo-bachelor",D66
1585,GM0629    ,Wassenaar,male,25-35,"Hbo-, wo-master, doctor",VVD
1586,GM1950    ,Westerwolde,female,55-65,Basisonderwijs,CDA
1587,GM0355    ,Zeist,female,25-35,"Hbo-, wo-bachelor",D66
1588,GM0518    ,'s-Gravenhage (gemeente),male,35-45,Basisonderwijs,PVV
1589,GM0518    ,'s-Gravenhage (gemeente),male,35-45,"Hbo-, wo-bachelor",D66
1590,GM0505    ,Dordrecht,female,45-55,"Hbo-, wo-master, doctor",D66
1591,GM0798    ,Hilvarenbeek,female,55-65,"Havo, vwo, mbo2-4",CDA
1592,GM0086    ,Opsterland,female,15-25,"Havo, vwo, mbo2-4",BBB
1593,GM0114    ,Emmen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1594,GM0289    ,Wageningen,male,55-65,"Havo, vwo, mbo2-4",BBB
1595,GM0736    ,De Ronde Venen,male,65-75,"Havo, vwo, mbo2-4",50PLUS
1596,GM0606    ,Schiedam,male,25-35,"Hbo-, wo-bachelor",D66
1597,GM0855    ,Tilburg,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1598,GM0855    ,Tilburg,female,65-75,"Havo, vwo, mbo2-4",CDA
1599,GM0439    ,Purmerend,female,65-75,Basisonderwijs,50PLUS
1600,GM0402    ,Hilversum,female,15-25,Basisonderwijs,Did not vote
1601,GM0861    ,Veldhoven,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1602,GM0542    ,Krimpen aan den IJssel,female,55-65,Basisonderwijs,50PLUS
1603,GM0736    ,De Ronde Venen,female,15-25,"Havo, vwo, mbo2-4",D66
1604,GM0361    ,Alkmaar,female,25-35,"Hbo-, wo-master, doctor",D66
1605,GM1900    ,Súdwest-Fryslân,male,25-35,"Havo, vwo, mbo2-4",FNP
1606,GM0785    ,Goirle,female,35-45,"Hbo-, wo-master, doctor",D66
1607,GM0569    ,Nieuwkoop,male,35-45,"Havo, vwo, mbo2-4",VVD
1608,GM0275    ,Rheden,female,35-45,"Hbo-, wo-bachelor",D66
1609,GM0299    ,Zevenaar,female,55-65,"Havo, vwo, mbo2-4",CDA
1610,GM0160    ,Hardenberg,female,65-75,"Havo, vwo, mbo2-4",CDA
1611,GM1894    ,Peel en Maas,male,65-75,Basisonderwijs,CDA
1612,GM1930    ,Nissewaard,female,25-35,"Havo, vwo, mbo2-4",D66
1613,GM0847    ,Someren,female,25-35,"Havo, vwo, mbo2-4",D66
1614,GM0342    ,Soest,male,65-75,"Havo, vwo, mbo2-4",CDA
1615,GM1979    ,Eemsdelta,female,65-75,"Havo, vwo, mbo2-4",CDA
1616,GM0302    ,Nunspeet,male,55-65,"Havo, vwo, mbo2-4",CDA
1617,GM0402    ,Hilversum,female,55-65,"Hbo-, wo-bachelor",D66
1618,GM0917    ,Heerlen,male,15-25,"Havo, vwo, mbo2-4",VVD
1619,GM1894    ,Peel en Maas,female,25-35,Basisonderwijs,Did not vote
1620,GM0193    ,Zwolle,male,25-35,"Havo, vwo, mbo2-4",D66
1621,GM1969    ,Westerkwartier,male,35-45,"Havo, vwo, mbo2-4",BBB
1622,GM0484    ,Alphen aan den Rijn,female,35-45,"Hbo-, wo-bachelor",D66
1623,GM0935    ,Maastricht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PvdD
1624,GM0383    ,Castricum,female,45-55,"Havo, vwo, mbo2-4",VVD
1625,GM0267    ,Nijkerk,female,55-65,"Hbo-, wo-master, doctor",D66
1626,GM1859    ,Berkelland,female,45-55,"Havo, vwo, mbo2-4",BBB
1627,GM1940    ,De Fryske Marren,female,45-55,"Havo, vwo, mbo2-4",FNP
1628,GM0828    ,Oss,male,55-65,"Havo, vwo, mbo2-4",CDA
1629,GM1901    ,Bodegraven-Reeuwijk,male,55-65,"Havo, vwo, mbo2-4",BBB
1630,GM1949    ,Waadhoeke,male,45-55,"Havo, vwo, mbo2-4",BBB
1631,GM1992    ,Voorne aan Zee,female,35-45,"Hbo-, wo-bachelor",D66
1632,GM0575    ,Noordwijk,male,15-25,"Hbo-, wo-bachelor",D66
1633,GM0200    ,Apeldoorn,female,65-75,"Hbo-, wo-bachelor",CDA
1634,GM1676    ,Schouwen-Duiveland,male,35-45,"Havo, vwo, mbo2-4",BBB
1635,GM1674    ,Roosendaal,male,15-25,Basisonderwijs,Did not vote
1636,GM0637    ,Zoetermeer,male,45-55,"Hbo-, wo-master, doctor",D66
1637,GM0637    ,Zoetermeer,female,25-35,"Havo, vwo, mbo2-4",D66
1638,GM0505    ,Dordrecht,male,65-75,Basisonderwijs,CDA
1639,GM0610    ,Sliedrecht,female,45-55,"Havo, vwo, mbo2-4",VVD
1640,GM0599    ,Rotterdam,female,65-75,"Havo, vwo, mbo2-4",50PLUS
1641,GM0855    ,Tilburg,male,35-45,"Havo, vwo, mbo2-4",VVD
1642,GM0197    ,Aalten,male,55-65,"Havo, vwo, mbo2-4",BBB
1643,GM0794    ,Helmond,female,25-35,"Havo, vwo, mbo2-4",D66
1644,GM1884    ,Kaag en Braassem,female,65-75,"Hbo-, wo-bachelor",CDA
1645,GM0189    ,Wierden,female,25-35,"Havo, vwo, mbo2-4",D66
1646,GM0106    ,Assen,female,65-75,"Hbo-, wo-master, doctor",D66
1647,GM0995    ,Lelystad,female,65-75,"Havo, vwo, mbo2-4",CDA
1648,GM0518    ,'s-Gravenhage (gemeente),female,55-65,"Havo, vwo, mbo2-4",CDA
1649,GM1892    ,Zuidplas,female,45-55,"Hbo-, wo-master, doctor",D66
1650,GM0080    ,Leeuwarden,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1651,GM1960    ,West Betuwe,female,15-25,Basisonderwijs,Did not vote
1652,GM0080    ,Leeuwarden,female,35-45,"Hbo-, wo-master, doctor",D66
1653,GM0606    ,Schiedam,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1654,GM1900    ,Súdwest-Fryslân,female,45-55,Basisonderwijs,FNP
1655,GM0865    ,Vught,male,55-65,"Havo, vwo, mbo2-4",CDA
1656,GM0748    ,Bergen op Zoom,female,65-75,Basisonderwijs,CDA
1657,GM1980    ,Dijk en Waard,female,45-55,"Havo, vwo, mbo2-4",VVD
1658,GM0228    ,Ede,female,15-25,"Havo, vwo, mbo2-4",D66
1659,GM0546    ,Leiden,female,25-35,"Hbo-, wo-master, doctor",D66
1660,GM1945    ,Berg en Dal,female,45-55,"Hbo-, wo-master, doctor",D66
1661,GM0531    ,Hendrik-Ido-Ambacht,male,15-25,Basisonderwijs,Did not vote
1662,GM1904    ,Stichtse Vecht,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1663,GM0777    ,Etten-Leur,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1664,GM0160    ,Hardenberg,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1665,GM0153    ,Enschede,male,25-35,"Havo, vwo, mbo2-4",D66
1666,GM1950    ,Westerwolde,male,35-45,"Hbo-, wo-bachelor",BBB
1667,GM0312    ,Bunnik,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1668,GM0114    ,Emmen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1669,GM0995    ,Lelystad,female,35-45,"Havo, vwo, mbo2-4",VVD
1670,GM0935    ,Maastricht,female,55-65,"Hbo-, wo-bachelor",CDA
1671,GM0222    ,Doetinchem,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
1672,GM0385    ,Edam-Volendam,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",SP
1673,GM0294    ,Winterswijk,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1674,GM1652    ,Gemert-Bakel,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1675,GM0385    ,Edam-Volendam,male,55-65,"Havo, vwo, mbo2-4",CDA
1676,GM1706    ,Cranendonck,male,65-75,"Hbo-, wo-master, doctor",VVD
1677,GM1742    ,Rijssen-Holten,female,35-45,Basisonderwijs,Did not vote
1678,GM0118    ,Hoogeveen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1679,GM0193    ,Zwolle,male,45-55,"Hbo-, wo-bachelor",VVD
1680,GM0037    ,Stadskanaal,male,65-75,"Hbo-, wo-bachelor",CDA
1681,GM0622    ,Vlaardingen,male,45-55,Basisonderwijs,PVV
1682,GM0420    ,Medemblik,female,45-55,"Havo, vwo, mbo2-4",BBB
1683,GM1949    ,Waadhoeke,female,35-45,Basisonderwijs,Did not vote
1684,GM0396    ,Heemskerk,female,65-75,"Hbo-, wo-bachelor",CDA
1685,GM0158    ,Haaksbergen,male,55-65,"Havo, vwo, mbo2-4",CDA
1686,GM0971    ,Stein (L.),male,65-75,"Havo, vwo, mbo2-4",CDA
1687,GM0345    ,Veenendaal,male,45-55,"Hbo-, wo-master, doctor",D66
1688,GM0308    ,Baarn,male,25-35,"Havo, vwo, mbo2-4",D66
1689,GM0957    ,Roermond,male,65-75,Basisonderwijs,CDA
1690,GM0150    ,Deventer,female,25-35,"Hbo-, wo-bachelor",D66
1691,GM0147    ,Borne,female,65-75,"Havo, vwo, mbo2-4",CDA
1692,GM1948    ,Meierijstad,female,15-25,"Havo, vwo, mbo2-4",D66
1693,GM0406    ,Huizen,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1694,GM0556    ,Maassluis,male,45-55,"Hbo-, wo-bachelor",VVD
1695,GM0575    ,Noordwijk,male,65-75,"Havo, vwo, mbo2-4",CDA
1696,GM0820    ,"Nuenen, Gerwen en Nederwetten",female,55-65,"Havo, vwo, mbo2-4",50PLUS
1697,GM0622    ,Vlaardingen,male,25-35,Basisonderwijs,Did not vote
1698,GM0603    ,Rijswijk (ZH.),male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1699,GM0171    ,Noordoostpolder,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1700,GM0037    ,Stadskanaal,male,45-55,"Hbo-, wo-bachelor",VVD
1701,GM0294    ,Winterswijk,female,15-25,"Havo, vwo, mbo2-4",D66
1702,GM1640    ,Leudal,male,65-75,"Hbo-, wo-bachelor",CDA
1703,GM0363    ,Amsterdam,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1704,GM0344    ,Utrecht (gemeente),male,45-55,"Havo, vwo, mbo2-4",VVD
1705,GM0984    ,Venray,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1706,GM0200    ,Apeldoorn,male,65-75,"Havo, vwo, mbo2-4",VVD
1707,GM0396    ,Heemskerk,female,65-75,"Havo, vwo, mbo2-4",CDA
1708,GM0484    ,Alphen aan den Rijn,male,65-75,"Hbo-, wo-master, doctor",D66
1709,GM0233    ,Ermelo,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1710,GM0717    ,Veere,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1711,GM0553    ,Lisse,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1712,GM0168    ,Losser,male,35-45,Basisonderwijs,BBB
1713,GM1940    ,De Fryske Marren,female,35-45,"Hbo-, wo-bachelor",D66
1714,GM0394    ,Haarlemmermeer,male,35-45,Basisonderwijs,Did not vote
1715,GM0984    ,Venray,male,65-75,"Havo, vwo, mbo2-4",CDA
1716,GM0273    ,Putten,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1717,GM0502    ,Capelle aan den IJssel,male,25-35,"Hbo-, wo-bachelor",D66
1718,GM0687    ,Middelburg (Z.),female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1719,GM0080    ,Leeuwarden,female,65-75,"Hbo-, wo-bachelor",CDA
1720,GM0308    ,Baarn,male,15-25,"Havo, vwo, mbo2-4",D66
1721,GM1676    ,Schouwen-Duiveland,male,45-55,"Havo, vwo, mbo2-4",BBB
1722,GM1904    ,Stichtse Vecht,male,45-55,"Hbo-, wo-bachelor",D66
1723,GM0114    ,Emmen,male,15-25,Basisonderwijs,Did not vote
1724,GM0537    ,Katwijk,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1725,GM0274    ,Renkum,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1726,GM0226    ,Duiven,male,25-35,"Havo, vwo, mbo2-4",VVD
1727,GM0479    ,Zaanstad,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1728,GM1948    ,Meierijstad,male,55-65,"Havo, vwo, mbo2-4",CDA
1729,GM1730    ,Tynaarlo,female,35-45,"Hbo-, wo-master, doctor",D66
1730,GM0147    ,Borne,female,25-35,"Havo, vwo, mbo2-4",VVD
1731,GM0200    ,Apeldoorn,male,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1732,GM0758    ,Breda,male,15-25,"Havo, vwo, mbo2-4",D66
1733,GM1982    ,Land van Cuijk,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1734,GM1911    ,Hollands Kroon,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1735,GM1970    ,Noardeast-Fryslân,female,25-35,"Havo, vwo, mbo2-4",D66
1736,GM0489    ,Barendrecht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PvdD
1737,GM1901    ,Bodegraven-Reeuwijk,female,35-45,"Hbo-, wo-bachelor",VVD
1738,GM0202    ,Arnhem,female,15-25,Basisonderwijs,Did not vote
1739,GM0400    ,Den Helder,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1740,GM0748    ,Bergen op Zoom,female,25-35,"Hbo-, wo-bachelor",D66
1741,GM0385    ,Edam-Volendam,female,45-55,"Hbo-, wo-master, doctor",D66
1742,GM0355    ,Zeist,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1743,GM1952    ,Midden-Groningen,male,25-35,"Havo, vwo, mbo2-4",BBB
1744,GM0080    ,Leeuwarden,male,15-25,"Havo, vwo, mbo2-4",D66
1745,GM1959    ,Altena,male,45-55,"Hbo-, wo-bachelor",VVD
1746,GM0935    ,Maastricht,male,35-45,"Hbo-, wo-bachelor",D66
1747,GM0439    ,Purmerend,female,15-25,"Havo, vwo, mbo2-4",D66
1748,GM0482    ,Alblasserdam,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1749,GM1961    ,Vijfheerenlanden,male,45-55,"Hbo-, wo-master, doctor",D66
1750,GM0809    ,Loon op Zand,female,55-65,"Hbo-, wo-master, doctor",D66
1751,GM0321    ,Houten,male,65-75,"Hbo-, wo-bachelor",VVD
1752,GM0275    ,Rheden,male,55-65,"Havo, vwo, mbo2-4",CDA
1753,GM0228    ,Ede,female,65-75,"Hbo-, wo-master, doctor",D66
1754,GM0344    ,Utrecht (gemeente),female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1755,GM0177    ,Raalte,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1756,GM0173    ,Oldenzaal,male,55-65,"Havo, vwo, mbo2-4",VVD
1757,GM0757    ,Boxtel,male,65-75,"Havo, vwo, mbo2-4",BBB
1758,GM0957    ,Roermond,female,45-55,"Hbo-, wo-master, doctor",D66
1759,GM0718    ,Vlissingen,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1760,GM0809    ,Loon op Zand,female,45-55,"Havo, vwo, mbo2-4",CDA
1761,GM0394    ,Haarlemmermeer,male,15-25,Basisonderwijs,Did not vote
1762,GM0164    ,Hengelo (O.),male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1763,GM0851    ,Steenbergen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1764,GM1991    ,Maashorst,female,65-75,"Havo, vwo, mbo2-4",CDA
1765,GM1942    ,Gooise Meren,female,35-45,"Havo, vwo, mbo2-4",VVD
1766,GM0637    ,Zoetermeer,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1767,GM1883    ,Sittard-Geleen,male,45-55,"Hbo-, wo-bachelor",VVD
1768,GM0014    ,Groningen (gemeente),female,45-55,"Hbo-, wo-master, doctor",D66
1769,GM1959    ,Altena,female,45-55,"Hbo-, wo-bachelor",CDA
1770,GM1705    ,Lingewaard,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1771,GM0779    ,Geertruidenberg,female,55-65,"Hbo-, wo-bachelor",CDA
1772,GM0479    ,Zaanstad,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1773,GM0362    ,Amstelveen,male,45-55,"Havo, vwo, mbo2-4",VVD
1774,GM0153    ,Enschede,male,35-45,"Hbo-, wo-master, doctor",D66
1775,GM0074    ,Heerenveen,male,45-55,"Hbo-, wo-master, doctor",D66
1776,GM0047    ,Veendam,female,55-65,"Havo, vwo, mbo2-4",50PLUS
1777,GM1900    ,Súdwest-Fryslân,male,65-75,"Hbo-, wo-master, doctor",CDA
1778,GM0141    ,Almelo,male,15-25,"Havo, vwo, mbo2-4",D66
1779,GM0397    ,Heemstede,male,35-45,"Havo, vwo, mbo2-4",VVD
1780,GM1991    ,Maashorst,male,65-75,"Hbo-, wo-bachelor",CDA
1781,GM0148    ,Dalfsen,female,45-55,"Hbo-, wo-bachelor",D66
1782,GM0342    ,Soest,female,55-65,"Havo, vwo, mbo2-4",CDA
1783,GM0200    ,Apeldoorn,female,55-65,"Hbo-, wo-master, doctor",D66
1784,GM0637    ,Zoetermeer,female,15-25,"Havo, vwo, mbo2-4",Did not vote
1785,GM0119    ,Meppel,female,35-45,"Hbo-, wo-bachelor",D66
1786,GM1652    ,Gemert-Bakel,male,65-75,"Hbo-, wo-bachelor",CDA
1787,GM1680    ,Aa en Hunze,female,45-55,"Hbo-, wo-bachelor",BBB
1788,GM1581    ,Utrechtse Heuvelrug,female,55-65,"Havo, vwo, mbo2-4",CDA
1789,GM0361    ,Alkmaar,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1790,GM0118    ,Hoogeveen,male,15-25,Basisonderwijs,Did not vote
1791,GM1900    ,Súdwest-Fryslân,male,35-45,Basisonderwijs,BBB
1792,GM0599    ,Rotterdam,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1793,GM0356    ,Nieuwegein,male,25-35,"Hbo-, wo-bachelor",D66
1794,GM0402    ,Hilversum,female,15-25,"Havo, vwo, mbo2-4",D66
1795,GM0047    ,Veendam,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1796,GM1992    ,Voorne aan Zee,male,15-25,"Havo, vwo, mbo2-4",VVD
1797,GM0297    ,Zaltbommel,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1798,GM0502    ,Capelle aan den IJssel,female,25-35,"Hbo-, wo-bachelor",D66
1799,GM0532    ,Stede Broec,female,35-45,"Hbo-, wo-bachelor",D66
1800,GM0158    ,Haaksbergen,male,45-55,"Havo, vwo, mbo2-4",VVD
1801,GM0995    ,Lelystad,male,45-55,"Hbo-, wo-bachelor",VVD
1802,GM0758    ,Breda,male,25-35,"Hbo-, wo-bachelor",D66
1803,GM0599    ,Rotterdam,female,15-25,"Hbo-, wo-master, doctor",D66
1804,GM0294    ,Winterswijk,male,35-45,"Havo, vwo, mbo2-4",BBB
1805,GM0363    ,Amsterdam,female,55-65,"Hbo-, wo-bachelor",D66
1806,GM1859    ,Berkelland,male,15-25,Basisonderwijs,Did not vote
1807,GM0498    ,Drechterland,male,35-45,Basisonderwijs,BBB
1808,GM0356    ,Nieuwegein,male,65-75,"Havo, vwo, mbo2-4",CDA
1809,GM0995    ,Lelystad,female,65-75,"Hbo-, wo-bachelor",VVD
1810,GM0166    ,Kampen,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1811,GM0505    ,Dordrecht,female,35-45,"Hbo-, wo-bachelor",D66
1812,GM0050    ,Zeewolde,female,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1813,GM0512    ,Gorinchem,male,15-25,"Havo, vwo, mbo2-4",VVD
1814,GM1640    ,Leudal,female,45-55,"Hbo-, wo-bachelor",CDA
1815,GM0796    ,'s-Hertogenbosch,female,55-65,"Hbo-, wo-bachelor",CDA
1816,GM0119    ,Meppel,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1817,GM1883    ,Sittard-Geleen,male,35-45,"Havo, vwo, mbo2-4",VVD
1818,GM0703    ,Reimerswaal,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1819,GM0820    ,"Nuenen, Gerwen en Nederwetten",female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1820,GM0177    ,Raalte,female,35-45,"Hbo-, wo-bachelor",CDA
1821,GM0867    ,Waalwijk,female,55-65,"Havo, vwo, mbo2-4",CDA
1822,GM0200    ,Apeldoorn,male,45-55,Basisonderwijs,VVD
1823,GM0451    ,Uithoorn,male,35-45,"Havo, vwo, mbo2-4",VVD
1824,GM0505    ,Dordrecht,male,45-55,"Havo, vwo, mbo2-4",VVD
1825,GM0453    ,Velsen,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1826,GM0356    ,Nieuwegein,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1827,GM0106    ,Assen,male,25-35,"Havo, vwo, mbo2-4",D66
1828,GM0777    ,Etten-Leur,male,15-25,Basisonderwijs,Did not vote
1829,GM0171    ,Noordoostpolder,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",BBB
1830,GM0394    ,Haarlemmermeer,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1831,GM1640    ,Leudal,male,35-45,"Hbo-, wo-bachelor",VVD
1832,GM1978    ,Molenlanden,male,55-65,"Havo, vwo, mbo2-4",CDA
1833,GM1771    ,Geldrop-Mierlo,female,35-45,"Hbo-, wo-master, doctor",D66
1834,GM0677    ,Hulst,male,45-55,"Hbo-, wo-bachelor",BBB
1835,GM0840    ,Rucphen,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1836,GM1676    ,Schouwen-Duiveland,female,15-25,"Havo, vwo, mbo2-4",D66
1837,GM0532    ,Stede Broec,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1838,GM1926    ,Pijnacker-Nootdorp,female,45-55,"Hbo-, wo-master, doctor",D66
1839,GM0451    ,Uithoorn,female,25-35,"Hbo-, wo-bachelor",D66
1840,GM0153    ,Enschede,male,65-75,Basisonderwijs,50PLUS
1841,GM1742    ,Rijssen-Holten,male,25-35,"Hbo-, wo-bachelor",VVD
1842,GM0664    ,Goes,female,65-75,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1843,GM1783    ,Westland,female,35-45,"Hbo-, wo-bachelor",D66
1844,GM0086    ,Opsterland,male,45-55,"Havo, vwo, mbo2-4",CDA
1845,GM1714    ,Sluis,male,15-25,Basisonderwijs,Did not vote
1846,GM0394    ,Haarlemmermeer,male,35-45,"Hbo-, wo-bachelor",D66
1847,GM1960    ,West Betuwe,female,25-35,"Havo, vwo, mbo2-4",BBB
1848,GM0014    ,Groningen (gemeente),female,65-75,"Hbo-, wo-bachelor",D66
1849,GM0200    ,Apeldoorn,female,25-35,"Hbo-, wo-bachelor",D66
1850,GM0603    ,Rijswijk (ZH.),female,35-45,"Havo, vwo, mbo2-4",VVD
1851,GM0796    ,'s-Hertogenbosch,male,35-45,"Hbo-, wo-master, doctor",D66
1852,GM0014    ,Groningen (gemeente),male,45-55,"Havo, vwo, mbo2-4",VVD
1853,GM0034    ,Almere,male,55-65,Basisonderwijs,PVV
1854,GM0984    ,Venray,female,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1855,GM0047    ,Veendam,female,45-55,"Havo, vwo, mbo2-4",CDA
1856,GM0228    ,Ede,male,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",VVD
1857,GM0085    ,Ooststellingwerf,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1858,GM0537    ,Katwijk,male,65-75,"Havo, vwo, mbo2-4",VVD
1859,GM0394    ,Haarlemmermeer,male,25-35,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1860,GM0059    ,Achtkarspelen,male,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",50PLUS
1861,GM0518    ,'s-Gravenhage (gemeente),female,35-45,Basisonderwijs,PVV
1862,GM1980    ,Dijk en Waard,male,25-35,"Hbo-, wo-bachelor",D66
1863,GM1948    ,Meierijstad,male,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1864,GM0603    ,Rijswijk (ZH.),male,25-35,"Hbo-, wo-bachelor",D66
1865,GM1652    ,Gemert-Bakel,female,65-75,Basisonderwijs,50PLUS
1866,GM1970    ,Noardeast-Fryslân,female,45-55,"Havo, vwo, mbo2-4",FNP
1867,GM1959    ,Altena,female,55-65,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1868,GM0796    ,'s-Hertogenbosch,male,65-75,"Havo, vwo, mbo2-4",CDA
1869,GM0014    ,Groningen (gemeente),male,35-45,"Havo, vwo, mbo2-4",VVD
1870,GM0090    ,Smallingerland,male,65-75,"Hbo-, wo-bachelor",CDA
1871,GM1926    ,Pijnacker-Nootdorp,female,35-45,"Hbo-, wo-bachelor",D66
1872,GM0222    ,Doetinchem,male,45-55,"Havo, vwo, mbo2-4",VVD
1873,GM0737    ,Tytsjerksteradiel,male,25-35,"Havo, vwo, mbo2-4",BBB
1874,GM0777    ,Etten-Leur,male,25-35,Basisonderwijs,Did not vote
1875,GM0405    ,Hoorn,male,35-45,"Vmbo, havo-/vwo-onderbouw, mbo1",PVV
1876,GM1992    ,Voorne aan Zee,male,55-65,"Havo, vwo, mbo2-4",VVD
1877,GM0610    ,Sliedrecht,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1878,GM0345    ,Veenendaal,male,55-65,"Hbo-, wo-bachelor",VVD
1879,GM0383    ,Castricum,female,65-75,"Hbo-, wo-bachelor",CDA
1880,GM0637    ,Zoetermeer,female,45-55,"Hbo-, wo-master, doctor",D66
1881,GM1982    ,Land van Cuijk,female,45-55,"Hbo-, wo-bachelor",CDA
1882,GM1709    ,Moerdijk,female,55-65,"Havo, vwo, mbo2-4",CDA
1883,GM0209    ,Beuningen,female,45-55,"Havo, vwo, mbo2-4",CDA
1884,GM0737    ,Tytsjerksteradiel,male,45-55,"Hbo-, wo-bachelor",VVD
1885,GM0855    ,Tilburg,female,45-55,"Hbo-, wo-bachelor",D66
1886,GM0400    ,Den Helder,female,15-25,"Havo, vwo, mbo2-4",GL-PvdA
1887,GM0203    ,Barneveld,male,15-25,"Havo, vwo, mbo2-4",Did not vote
1888,GM0531    ,Hendrik-Ido-Ambacht,female,55-65,"Hbo-, wo-bachelor",50PLUS
1889,GM0275    ,Rheden,female,45-55,"Vmbo, havo-/vwo-onderbouw, mbo1",CDA
1890,GM1992    ,Voorne aan Zee,female,55-65,"Havo, vwo, mbo2-4",CDA
1891,GM0505    ,Dordrecht,female,15-25,"Vmbo, havo-/vwo-onderbouw, mbo1",Did not vote
1892,GM0363    ,Amsterdam,female,45-55,Basisonderwijs,SP
1893,GM0826    ,Oosterhout,male,45-55,"Hbo-, wo-master, doctor",D66
1894,GM0163    ,Hellendoorn,male,35-45,"Havo, vwo, mbo2-4",VVD
